IDUsuario,FechaInicioSuscripcion,DuracionSuscripcionMeses,PlanContratado,Region,HorasSemanales,GenerosFavoritos,Edad,Dispositivo,PrecioMensual
2520,2022-11-01,51,Prime Video Básico,Castilla y León,12.7,Sci-Fi,29,Tablet,4.99
2521,2023-08-01,7,Prime Video Estándar,Madrid,23.3,Action;Comedy,35,Smart TV,9.99
2522,2021-07-02,48,Prime Video Estándar,Cataluña,1.0,Action;Sci-Fi,29,Smartphone,9.99
2523,2023-10-07,48,Prime Video Básico,Galicia,24.8,Romance;Sci-Fi,53,Smart TV,4.99
2524,2020-05-29,10,Prime Video Básico,Andalucía,16.7,Sci-Fi;Comedy,25,Smartphone,4.99
2525,2022-06-25,44,Prime Video Básico,Cataluña,5.8,Horror,44,Smartphone,4.99
2526,2020-10-17,11,Prime Video Estándar,Cataluña,7.2,Romance;Comedy,53,Laptop,9.99
2527,2020-03-10,60,Prime Video Estándar,Cataluña,14.5,Comedy;Horror;Romance,32,Smart TV,9.99
2528,2020-01-07,50,Prime Video Estándar,Andalucía,20.8,Romance,28,Tablet,9.99
2529,2024-05-05,33,Prime Video Básico,Murcia,20.4,Drama,69,Tablet,4.99
2530,2020-10-23,57,Prime Video Estándar,Aragón,12.9,Horror,42,Smartphone,9.99
2531,2020-08-05,38,Prime Video Básico,Canarias,5.0,Thriller,45,Smart TV,4.99
2532,2020-08-31,50,Prime Video Básico,Madrid,23.3,Sci-Fi;Horror,30,Console,4.99
2533,2024-08-30,24,Prime Video Estándar,Galicia,1.9,Comedy;Drama,45,Laptop,9.99
2534,2023-06-20,18,Prime Video Estándar,Madrid,18.7,Action;Comedy,33,Smartphone,9.99
2535,2022-07-05,17,Prime Video Básico,Murcia,12.4,Sci-Fi;Comedy;Horror,24,Smartphone,4.99
2536,2021-08-04,10,Prime Video Premium,Aragón,9.8,Horror,25,Smart TV,12.99
2537,2021-03-13,46,Prime Video Estándar,Andalucía,10.9,Sci-Fi;Horror,35,Smart TV,9.99
2538,2024-10-28,31,Prime Video Básico,Cataluña,20.8,Drama,25,Tablet,4.99
2539,2020-12-27,56,Prime Video Básico,Cataluña,16.9,Action;Comedy,36,Smartphone,4.99
2540,2024-01-03,20,Compra de películas,Aragón,20.5,Romance;Horror;Comedy,35,Smartphone,14.99
2541,2024-10-20,43,Prime Video Estándar,Cataluña,14.8,Romance,60,Smartphone,9.99
2542,2024-12-21,45,Prime Video Básico,Castilla y León,10.7,Action;Thriller;Horror,44,Smartphone,4.99
2543,2020-08-06,9,Prime Video Básico,Comunidad Valenciana,10.3,Sci-Fi,34,Smartphone,4.99
2544,2024-09-25,55,Prime Video Básico,Andalucía,10.5,Comedy;Romance;Action,26,Smartphone,4.99
2545,2022-04-21,5,Prime Video Básico,Andalucía,8.6,Drama,36,Smartphone,4.99
2546,2024-06-13,14,Prime Video Premium,Cataluña,24.6,Sci-Fi;Comedy,27,Smart TV,12.99
2547,2022-09-26,55,Prime Video Estándar,Andalucía,12.4,Drama;Horror;Thriller,18,Smartphone,9.99
2548,2020-10-13,29,Prime Video Básico,Madrid,13.2,Action,30,Smartphone,4.99
2549,2021-07-22,20,Prime Video Básico,Madrid,17.5,Comedy,66,Smartphone,4.99
2550,2022-10-15,49,Prime Video Estándar,Comunidad Valenciana,3.0,Comedy;Sci-Fi;Horror,26,Console,9.99
2551,2021-09-18,58,Prime Video Estándar,Castilla y León,11.4,Horror,28,Smartphone,9.99
2552,2024-11-23,27,Prime Video Estándar,Comunidad Valenciana,23.5,Horror,35,Smartphone,9.99
2553,2024-01-20,31,Prime Video Básico,Cataluña,12.8,Romance,52,Laptop,4.99
2554,2023-05-30,16,Prime Video Estándar,Murcia,17.0,Romance;Action,58,Smartphone,9.99
2555,2023-06-01,55,Prime Video Básico,Madrid,11.9,Romance,25,Laptop,4.99
2556,2023-08-08,14,Prime Video Básico,Comunidad Valenciana,17.0,Action;Sci-Fi;Thriller,31,Smart TV,4.99
2557,2024-05-13,59,Prime Video Channels,Andalucía,7.0,Romance,30,Laptop,7.99
2558,2020-02-27,27,Prime Video Básico,Madrid,13.8,Drama;Horror,32,Laptop,4.99
2559,2022-07-23,19,Prime Video Básico,Canarias,2.2,Romance,50,Laptop,4.99
2560,2024-06-23,33,Prime Video Premium,Murcia,7.5,Romance;Thriller;Action,29,Tablet,12.99
2561,2024-12-05,14,Prime Video Estándar,Comunidad Valenciana,5.0,Romance,27,Smartphone,9.99
2562,2021-01-22,41,Prime Video Básico,Andalucía,2.9,Drama;Horror,25,Smartphone,4.99
2563,2022-10-13,24,Prime Video Estándar,Cataluña,17.1,Thriller;Romance,44,Smart TV,9.99
2564,2024-12-15,8,Prime Video Básico,Cataluña,20.8,Thriller,69,Smart TV,4.99
2565,2021-02-15,23,Prime Video Básico,Madrid,9.7,Action,18,Laptop,4.99
2566,2021-12-14,46,Prime Video Premium,Madrid,24.5,Action;Romance;Drama,34,Smartphone,12.99
2567,2021-02-15,30,Prime Video Básico,Galicia,14.8,Thriller;Sci-Fi;Comedy,35,Smart TV,4.99
2568,2021-07-13,54,Prime Video Estándar,Galicia,24.5,Drama;Action,46,Smartphone,9.99
2569,2023-09-11,60,Prime Video Básico,Murcia,15.5,Thriller,22,Smartphone,4.99
2570,2020-07-20,59,Prime Video Básico,Aragón,6.0,Horror;Comedy;Romance,28,Laptop,4.99
2571,2023-11-07,36,Prime Video Básico,Madrid,13.6,Romance;Sci-Fi;Comedy,38,Smartphone,4.99
2572,2020-02-01,37,Prime Video Premium,Madrid,7.3,Thriller;Comedy,66,Smartphone,12.99
2573,2021-02-01,26,Prime Video Básico,Madrid,17.3,Thriller;Horror,58,Smartphone,4.99
2574,2022-12-03,57,Prime Video Estándar,Aragón,20.6,Action,46,Tablet,9.99
2575,2021-08-13,22,Prime Video Básico,Madrid,6.9,Romance,52,Smart TV,4.99
2576,2020-03-16,55,Prime Video Básico,Madrid,20.8,Romance,30,Smartphone,4.99
2577,2021-09-23,9,Prime Video Básico,Comunidad Valenciana,22.2,Comedy,30,Smartphone,4.99
2578,2022-08-03,54,Prime Video Estándar,Madrid,8.5,Sci-Fi;Romance,31,Tablet,9.99
2579,2022-07-15,13,Prime Video Premium,Andalucía,17.8,Horror;Drama;Romance,57,Smartphone,12.99
2580,2024-05-17,56,Prime Video Básico,Cataluña,7.1,Romance;Drama;Thriller,18,Tablet,4.99
2581,2021-12-31,14,Prime Video Básico,Comunidad Valenciana,1.2,Drama;Comedy,35,Tablet,4.99
2582,2022-09-25,18,Prime Video Estándar,País Vasco,4.6,Drama;Comedy,41,Smartphone,9.99
2583,2020-10-01,23,Prime Video Estándar,Madrid,21.7,Romance,38,Smartphone,9.99
2584,2024-11-28,14,Prime Video Channels,Andalucía,6.1,Thriller,29,Smartphone,7.99
2585,2020-07-08,22,Prime Video Básico,Castilla y León,7.9,Drama;Romance,27,Smart TV,4.99
2586,2022-08-04,3,Prime Video Básico,Madrid,13.7,Horror;Comedy;Romance,44,Smartphone,4.99
2587,2022-01-12,36,Prime Video Premium,Cataluña,8.4,Comedy;Sci-Fi,27,Smartphone,12.99
2588,2023-10-18,50,Prime Video Básico,Cataluña,13.2,Comedy,43,Console,4.99
2589,2023-12-14,8,Prime Video Básico,País Vasco,23.2,Thriller;Romance,25,Smartphone,4.99
2590,2024-11-05,32,Prime Video Estándar,Cataluña,1.1,Action,20,Smart TV,9.99
2591,2022-04-12,23,Prime Video Básico,País Vasco,22.1,Action;Sci-Fi,31,Smartphone,4.99
2592,2022-09-04,55,Prime Video Estándar,Comunidad Valenciana,3.2,Thriller;Romance,31,Tablet,9.99
2593,2021-08-02,43,Prime Video Básico,Andalucía,16.5,Comedy;Horror;Drama,60,Smartphone,4.99
2594,2021-08-29,41,Prime Video Channels,Murcia,2.9,Romance;Drama;Sci-Fi,59,Smartphone,7.99
2595,2022-01-28,48,Prime Video Básico,Madrid,24.1,Romance,27,Tablet,4.99
2596,2020-05-10,20,Prime Video Estándar,Madrid,11.6,Drama;Horror,47,Tablet,9.99
2597,2023-02-17,53,Prime Video Estándar,País Vasco,19.0,Thriller,25,Smartphone,9.99
2598,2024-03-20,51,Prime Video Básico,País Vasco,2.8,Action,47,Tablet,4.99
2599,2021-12-25,51,Prime Video Básico,Madrid,5.7,Sci-Fi;Comedy;Romance,41,Smartphone,4.99
2600,2022-06-18,38,Prime Video Básico,Cataluña,12.4,Action,68,Smartphone,4.99
2601,2024-11-13,56,Prime Video Básico,Comunidad Valenciana,2.4,Drama;Horror;Thriller,34,Smart TV,4.99
2602,2022-08-15,10,Prime Video Estándar,Madrid,11.5,Action;Horror,27,Smartphone,9.99
2603,2020-02-14,52,Prime Video para niños,Murcia,2.8,Horror,46,Smartphone,6.99
2604,2021-06-13,37,Prime Video Básico,País Vasco,8.5,Action;Drama,27,Smartphone,4.99
2605,2023-02-23,6,Prime Video Básico,Aragón,4.1,Action;Romance,19,Smartphone,4.99
2606,2021-10-17,38,Prime Video Básico,País Vasco,8.0,Comedy;Thriller;Horror,50,Smartphone,4.99
2607,2022-07-20,11,Prime Video Estándar,Cataluña,17.4,Thriller,31,Smartphone,9.99
2608,2024-04-05,45,Prime Video Channels,Madrid,2.5,Thriller,31,Smartphone,7.99
2609,2020-10-10,20,Prime Video Estándar,Murcia,19.3,Drama,33,Tablet,9.99
2610,2022-11-24,11,Prime Video Estándar,País Vasco,16.0,Sci-Fi;Romance,30,Smart TV,9.99
2611,2023-04-08,52,Prime Video Premium,País Vasco,1.0,Horror;Romance,67,Smart TV,12.99
2612,2020-05-13,38,Prime Video Básico,Madrid,10.7,Drama;Comedy,59,Smartphone,4.99
2613,2022-07-19,39,Prime Video Básico,Andalucía,1.3,Romance;Comedy,28,Smart TV,4.99
2614,2023-05-06,55,Prime Video Básico,Madrid,12.7,Thriller,50,Smartphone,4.99
2615,2024-09-22,58,Prime Video Básico,Cataluña,4.9,Action;Drama,34,Smartphone,4.99
2616,2024-12-13,23,Prime Video Estándar,Aragón,17.7,Drama;Comedy;Romance,33,Tablet,9.99
2617,2021-01-14,44,Prime Video Estándar,Comunidad Valenciana,6.4,Horror;Sci-Fi,27,Smartphone,9.99
2618,2022-05-29,15,Prime Video Estándar,Galicia,14.7,Horror,43,Tablet,9.99
2619,2022-10-15,36,Compra de películas,Cataluña,2.7,Comedy;Romance;Action,28,Console,14.99
2620,2022-08-01,44,Prime Video Estándar,Madrid,9.7,Horror;Drama;Action,68,Smartphone,9.99
2621,2020-04-18,59,Prime Video Básico,Andalucía,6.3,Drama,59,Smartphone,4.99
2622,2022-10-05,5,Prime Video Básico,Castilla y León,9.0,Drama;Sci-Fi,35,Smart TV,4.99
2623,2022-11-04,54,Prime Video Channels,País Vasco,15.0,Sci-Fi;Horror,32,Smart TV,7.99
2624,2020-12-21,21,Prime Video Estándar,Madrid,11.4,Sci-Fi;Romance;Thriller,30,Console,9.99
2625,2023-03-01,24,Prime Video Básico,Andalucía,12.5,Sci-Fi;Romance;Action,29,Smartphone,4.99
2626,2024-04-24,41,Prime Video Estándar,Galicia,15.1,Sci-Fi,29,Tablet,9.99
2627,2023-07-14,60,Prime Video Estándar,País Vasco,13.3,Action;Romance;Horror,30,Tablet,9.99
2628,2022-06-09,20,Prime Video Estándar,Castilla y León,6.8,Drama;Romance,34,Smartphone,9.99
2629,2023-02-20,52,Prime Video Estándar,Comunidad Valenciana,4.0,Comedy;Action,30,Laptop,9.99
2630,2022-11-05,27,Prime Video Channels,Cataluña,19.0,Action;Romance;Sci-Fi,42,Smartphone,7.99
2631,2023-04-01,38,Prime Video Básico,Comunidad Valenciana,17.4,Comedy;Action,58,Smartphone,4.99
2632,2020-08-14,22,Prime Video Básico,Madrid,18.0,Action,32,Tablet,4.99
2633,2023-01-07,48,Prime Video Channels,Castilla y León,14.1,Action;Comedy;Horror,20,Smartphone,7.99
2634,2022-11-14,23,Prime Video Básico,País Vasco,21.7,Action;Romance;Horror,18,Tablet,4.99
2635,2020-09-07,5,Alquiler de películas,Madrid,19.8,Action;Comedy,19,Tablet,3.99
2636,2023-04-01,2,Prime Video Básico,Aragón,16.9,Horror,55,Smartphone,4.99
2637,2022-01-26,14,Prime Video Básico,Canarias,1.1,Action;Drama,54,Smart TV,4.99
2638,2021-01-16,43,Prime Video Premium,Comunidad Valenciana,11.2,Drama;Thriller,52,Smartphone,12.99
2639,2020-06-03,28,Prime Video Básico,Aragón,14.2,Comedy;Action,44,Smartphone,4.99
2640,2023-06-27,22,Prime Video Básico,Aragón,6.7,Horror,58,Tablet,4.99
2641,2021-08-07,25,Prime Video Premium,Madrid,11.1,Action;Romance,52,Smartphone,12.99
2642,2021-07-21,6,Prime Video Básico,Aragón,24.7,Thriller;Action,46,Smartphone,4.99
2643,2021-01-14,19,Prime Video Básico,Comunidad Valenciana,14.9,Action,34,Smartphone,4.99
2644,2023-08-14,28,Prime Video Premium,Castilla y León,12.3,Sci-Fi;Comedy,31,Smartphone,12.99
2645,2021-08-16,29,Prime Video Básico,Madrid,2.1,Comedy,21,Smartphone,4.99
2646,2021-01-15,58,Prime Video Premium,País Vasco,13.6,Horror;Action,39,Tablet,12.99
2647,2021-11-29,31,Prime Video Básico,Aragón,5.4,Action;Romance,18,Smartphone,4.99
2648,2024-07-30,46,Prime Video Básico,Andalucía,24.9,Romance;Comedy;Horror,31,Smartphone,4.99
2649,2020-03-27,58,Prime Video Estándar,Cataluña,2.3,Comedy,68,Tablet,9.99
2650,2024-08-18,53,Prime Video Estándar,Galicia,8.4,Comedy,35,Smart TV,9.99
2651,2020-05-16,34,Prime Video Básico,País Vasco,10.8,Romance,35,Tablet,4.99
2652,2023-09-18,56,Prime Video Básico,Galicia,6.3,Comedy,68,Smartphone,4.99
2653,2024-10-02,33,Prime Video Básico,Andalucía,15.0,Action;Drama,33,Smartphone,4.99
2654,2022-01-22,11,Prime Video Estándar,Galicia,23.0,Comedy;Romance;Drama,26,Console,9.99
2655,2022-02-27,50,Prime Video Estándar,Cataluña,4.5,Action;Sci-Fi;Romance,24,Smartphone,9.99
2656,2023-08-17,53,Prime Video Básico,Galicia,9.4,Drama;Thriller,61,Smartphone,4.99
2657,2019-12-29,39,Prime Video Estándar,Murcia,12.7,Comedy;Action;Sci-Fi,28,Laptop,9.99
2658,2024-12-03,54,Prime Video Estándar,Andalucía,21.5,Romance,28,Tablet,9.99
2659,2024-09-12,60,Prime Video para niños,Comunidad Valenciana,3.9,Thriller;Romance,30,Smartphone,6.99
2660,2022-01-06,5,Prime Video Estándar,Cataluña,20.1,Horror;Romance,60,Smart TV,9.99
2661,2024-08-03,45,Prime Video Básico,Andalucía,13.2,Sci-Fi,23,Smart TV,4.99
2662,2020-04-08,12,Prime Video Estándar,Madrid,7.1,Thriller;Action,18,Smartphone,9.99
2663,2024-07-13,57,Prime Video Estándar,Andalucía,15.9,Sci-Fi,37,Smartphone,9.99
2664,2020-10-23,24,Prime Video Premium,Madrid,4.6,Drama;Comedy;Action,33,Tablet,12.99
2665,2023-06-27,29,Prime Video Básico,Castilla y León,21.4,Romance;Action;Thriller,49,Smartphone,4.99
2666,2023-12-21,23,Prime Video Básico,Andalucía,23.3,Action;Comedy;Thriller,65,Smartphone,4.99
2667,2021-08-13,14,Prime Video Básico,Madrid,20.4,Sci-Fi;Drama;Action,36,Smartphone,4.99
2668,2020-11-28,49,Prime Video Estándar,Andalucía,2.6,Sci-Fi;Drama,35,Smartphone,9.99
2669,2023-09-16,51,Prime Video Básico,Madrid,9.2,Sci-Fi;Action;Drama,32,Smart TV,4.99
2670,2024-05-19,24,Prime Video Premium,Andalucía,23.9,Sci-Fi;Comedy;Action,38,Laptop,12.99
2671,2021-10-24,60,Prime Video Básico,Cataluña,1.1,Thriller;Action;Comedy,31,Tablet,4.99
2672,2022-09-14,58,Prime Video Estándar,Madrid,17.8,Drama;Comedy;Action,50,Smartphone,9.99
2673,2021-07-15,8,Prime Video Estándar,Cataluña,5.3,Action;Horror,18,Tablet,9.99
2674,2024-07-21,47,Prime Video Premium,Cataluña,10.9,Comedy;Romance;Drama,39,Tablet,12.99
2675,2020-03-12,52,Prime Video Estándar,Madrid,3.7,Horror,58,Smart TV,9.99
2676,2023-12-20,49,Prime Video Básico,Andalucía,11.5,Romance;Thriller;Action,30,Smartphone,4.99
2677,2020-11-08,47,Prime Video Básico,Cataluña,6.5,Thriller,42,Smartphone,4.99
2678,2021-10-22,23,Prime Video Estándar,Canarias,13.4,Sci-Fi;Comedy,32,Smartphone,9.99
2679,2022-08-17,32,Prime Video Estándar,Cataluña,4.7,Action;Drama,60,Smartphone,9.99
2680,2022-03-17,16,Prime Video Estándar,Andalucía,3.5,Sci-Fi;Thriller,48,Smart TV,9.99
2681,2020-05-28,48,Prime Video Premium,Andalucía,16.1,Drama;Comedy;Action,29,Laptop,12.99
2682,2023-03-13,8,Prime Video Estándar,Castilla y León,13.3,Comedy;Thriller;Horror,33,Smartphone,9.99
2683,2022-09-10,15,Prime Video Básico,Cataluña,13.9,Thriller;Comedy,52,Laptop,4.99
2684,2024-08-18,56,Prime Video Estándar,Murcia,10.2,Sci-Fi;Thriller,47,Tablet,9.99
2685,2020-01-20,38,Prime Video Básico,Comunidad Valenciana,14.1,Horror;Drama;Action,32,Smartphone,4.99
2686,2021-08-23,5,Prime Video Básico,Castilla y León,18.2,Sci-Fi;Horror;Action,27,Smartphone,4.99
2687,2021-05-15,33,Prime Video Estándar,Andalucía,1.4,Thriller,25,Tablet,9.99
2688,2021-12-07,41,Prime Video Estándar,Andalucía,19.7,Romance;Action;Drama,18,Smart TV,9.99
2689,2023-02-17,12,Prime Video Premium,Andalucía,2.5,Comedy,33,Smartphone,12.99
2690,2021-12-01,19,Prime Video Estándar,Cataluña,7.3,Horror;Sci-Fi,29,Smartphone,9.99
2691,2022-09-07,29,Prime Video Estándar,Madrid,4.2,Thriller;Drama,28,Smartphone,9.99
2692,2024-12-20,45,Prime Video Básico,Andalucía,4.9,Romance;Sci-Fi,35,Smart TV,4.99
2693,2023-02-01,28,Prime Video Channels,País Vasco,18.9,Action;Drama;Sci-Fi,49,Smartphone,7.99
2694,2022-03-24,2,Prime Video Básico,Comunidad Valenciana,16.0,Romance;Drama;Horror,34,Smartphone,4.99
2695,2022-02-28,56,Prime Video Estándar,Comunidad Valenciana,12.3,Action,32,Smart TV,9.99
2696,2022-12-11,38,Prime Video Estándar,Madrid,16.4,Romance;Horror;Comedy,68,Smartphone,9.99
2697,2020-11-01,34,Prime Video Básico,Madrid,6.0,Sci-Fi;Romance,39,Laptop,4.99
2698,2021-05-10,28,Compra de películas,Andalucía,17.5,Romance;Drama,43,Laptop,14.99
2699,2022-03-31,22,Prime Video Premium,Madrid,21.1,Romance;Horror,67,Smart TV,12.99
2700,2023-05-30,54,Prime Video Premium,Madrid,19.1,Sci-Fi,33,Smart TV,12.99
2701,2024-05-24,33,Prime Video Estándar,Comunidad Valenciana,20.5,Action;Sci-Fi,56,Laptop,9.99
2702,2024-05-21,53,Prime Video Básico,Canarias,2.6,Drama,38,Smartphone,4.99
2703,2022-01-11,27,Prime Video Estándar,Castilla y León,5.5,Thriller;Horror;Comedy,65,Smartphone,9.99
2704,2023-12-19,16,Prime Video Premium,Cataluña,5.7,Horror,41,Smartphone,12.99
2705,2021-12-03,35,Prime Video Estándar,Cataluña,12.3,Comedy;Thriller,28,Smartphone,9.99
2706,2024-02-25,38,Prime Video Básico,Castilla y León,21.9,Thriller,32,Laptop,4.99
2707,2024-10-22,55,Prime Video Básico,Castilla y León,17.2,Horror;Thriller;Romance,21,Smartphone,4.99
2708,2021-03-18,23,Prime Video Básico,Cataluña,18.7,Thriller,30,Smart TV,4.99
2709,2023-11-21,29,Prime Video Básico,Galicia,6.9,Sci-Fi,47,Laptop,4.99
2710,2022-04-28,6,Prime Video Básico,Andalucía,9.5,Sci-Fi;Horror,20,Smart TV,4.99
2711,2020-11-21,44,Prime Video Channels,Cataluña,18.4,Horror;Romance,64,Smart TV,7.99
2712,2021-03-08,33,Prime Video Estándar,Madrid,7.1,Romance,29,Laptop,9.99
2713,2024-04-28,16,Prime Video Estándar,Madrid,2.0,Thriller;Comedy,34,Smartphone,9.99
2714,2020-12-20,27,Prime Video Básico,Cataluña,4.3,Horror,26,Smartphone,4.99
2715,2021-05-18,45,Prime Video Estándar,Cataluña,1.2,Thriller,27,Laptop,9.99
2716,2024-06-16,41,Prime Video Básico,Andalucía,1.4,Comedy;Drama;Action,29,Smartphone,4.99
2717,2023-09-21,44,Prime Video Estándar,Cataluña,10.6,Comedy;Sci-Fi,25,Tablet,9.99
2718,2022-09-09,3,Prime Video Premium,País Vasco,22.7,Thriller;Horror;Romance,38,Smartphone,12.99
2719,2022-07-06,19,Prime Video Básico,Andalucía,4.5,Drama;Comedy;Romance,38,Smartphone,4.99
2720,2024-06-27,51,Prime Video Básico,Andalucía,11.7,Horror;Romance;Action,65,Laptop,4.99
2721,2024-08-29,13,Prime Video Básico,Cataluña,8.4,Drama,26,Smart TV,4.99
2722,2024-01-16,4,Prime Video Básico,Cataluña,19.8,Action;Comedy,32,Smartphone,4.99
2723,2020-11-08,10,Prime Video Básico,Andalucía,8.6,Thriller,28,Laptop,4.99
2724,2021-12-26,25,Prime Video Estándar,Andalucía,19.5,Thriller;Action;Sci-Fi,56,Smartphone,9.99
2725,2020-10-15,26,Prime Video Básico,Andalucía,23.4,Horror,32,Smart TV,4.99
2726,2020-10-02,9,Prime Video Premium,Madrid,23.1,Comedy,25,Smartphone,12.99
2727,2020-08-25,12,Prime Video Estándar,Canarias,2.2,Horror,32,Smartphone,9.99
2728,2024-06-03,25,Prime Video Básico,País Vasco,23.8,Thriller,20,Smartphone,4.99
2729,2022-01-13,21,Prime Video Básico,Madrid,16.4,Thriller;Romance;Action,33,Laptop,4.99
2730,2020-03-08,36,Prime Video Estándar,Murcia,23.3,Romance;Comedy;Thriller,61,Smart TV,9.99
2731,2020-03-07,5,Prime Video Básico,Cataluña,7.5,Action;Drama,34,Tablet,4.99
2732,2021-09-12,27,Prime Video Básico,Cataluña,13.5,Action,28,Smart TV,4.99
2733,2020-05-09,20,Prime Video Estándar,Madrid,20.4,Sci-Fi;Drama,53,Tablet,9.99
2734,2022-10-03,38,Prime Video Básico,Andalucía,19.5,Action,63,Smartphone,4.99
2735,2021-11-13,44,Prime Video Básico,Cataluña,2.6,Drama,34,Tablet,4.99
2736,2023-03-28,58,Prime Video Básico,Castilla y León,22.5,Action;Horror,27,Smartphone,4.99
2737,2024-04-30,18,Prime Video Básico,Madrid,23.6,Horror;Thriller,26,Smart TV,4.99
2738,2021-03-31,60,Compra de películas,Galicia,12.8,Sci-Fi,18,Smartphone,14.99
2739,2022-08-30,45,Prime Video Estándar,Comunidad Valenciana,5.7,Sci-Fi;Romance;Drama,32,Smartphone,9.99
2740,2020-09-17,8,Prime Video Estándar,Madrid,16.6,Romance;Sci-Fi;Action,29,Tablet,9.99
2741,2021-02-14,58,Prime Video Básico,País Vasco,23.1,Drama;Comedy;Horror,34,Tablet,4.99
2742,2023-05-26,11,Prime Video Básico,Comunidad Valenciana,5.4,Sci-Fi;Horror,30,Smartphone,4.99
2743,2022-03-17,2,Prime Video Básico,Cataluña,15.4,Drama;Action,50,Smart TV,4.99
2744,2021-12-19,47,Prime Video Básico,Canarias,1.7,Drama,34,Smartphone,4.99
2745,2024-04-08,37,Prime Video Estándar,Canarias,6.0,Horror,30,Tablet,9.99
2746,2022-09-13,21,Prime Video Básico,Comunidad Valenciana,5.5,Comedy;Horror;Thriller,22,Smartphone,4.99
2747,2024-05-30,51,Prime Video Básico,Andalucía,3.8,Comedy;Drama,45,Smartphone,4.99
2748,2021-02-01,43,Prime Video Premium,Madrid,15.2,Romance,32,Tablet,12.99
2749,2021-09-05,9,Prime Video Básico,Andalucía,9.6,Comedy;Drama,30,Tablet,4.99
2750,2024-12-12,50,Prime Video Estándar,Cataluña,3.1,Action;Drama,33,Smartphone,9.99
2751,2024-01-06,46,Prime Video Básico,Cataluña,19.0,Horror;Sci-Fi;Drama,39,Smartphone,4.99
2752,2020-10-09,24,Prime Video Estándar,Andalucía,17.3,Romance,27,Laptop,9.99
2753,2022-08-10,31,Prime Video Estándar,Comunidad Valenciana,21.2,Comedy;Action;Drama,60,Laptop,9.99
2754,2024-12-20,30,Prime Video Estándar,Comunidad Valenciana,3.4,Thriller;Sci-Fi,35,Tablet,9.99
2755,2022-11-24,30,Prime Video Básico,País Vasco,17.2,Comedy,61,Smartphone,4.99
2756,2020-03-02,8,Prime Video Channels,Andalucía,11.4,Romance;Horror;Action,44,Smartphone,7.99
2757,2020-06-06,5,Prime Video Básico,Castilla y León,4.8,Horror;Romance,27,Smart TV,4.99
2758,2022-10-23,38,Prime Video Estándar,Comunidad Valenciana,19.5,Drama,31,Smartphone,9.99
2759,2021-07-16,57,Prime Video Básico,Andalucía,14.1,Sci-Fi,21,Laptop,4.99
2760,2023-05-01,6,Prime Video Básico,Castilla y León,18.3,Drama;Sci-Fi,68,Tablet,4.99
2761,2021-08-24,3,Prime Video Básico,Andalucía,19.1,Romance;Thriller;Drama,46,Smart TV,4.99
2762,2024-05-27,48,Prime Video Estándar,Madrid,20.3,Thriller;Horror,29,Tablet,9.99
2763,2023-03-26,22,Prime Video Estándar,Madrid,4.8,Action,28,Tablet,9.99
2764,2021-11-15,27,Prime Video Básico,Cataluña,9.8,Action;Thriller;Drama,37,Smart TV,4.99
2765,2020-01-22,40,Prime Video Básico,Galicia,7.5,Comedy;Romance,23,Smartphone,4.99
2766,2023-01-20,25,Prime Video Básico,Cataluña,10.0,Action;Comedy;Drama,19,Smartphone,4.99
2767,2023-01-19,2,Prime Video Estándar,Andalucía,10.8,Romance;Sci-Fi,40,Smart TV,9.99
2768,2024-09-02,57,Prime Video Básico,Comunidad Valenciana,1.4,Horror;Action,26,Smart TV,4.99
2769,2024-05-27,54,Prime Video Básico,Andalucía,12.2,Comedy;Drama,26,Smartphone,4.99
2770,2021-03-12,59,Prime Video Estándar,Cataluña,24.9,Thriller;Drama,53,Smart TV,9.99
2771,2021-08-08,57,Prime Video Estándar,Andalucía,9.1,Drama;Horror;Sci-Fi,61,Smartphone,9.99
2772,2022-01-10,50,Prime Video Básico,País Vasco,10.5,Drama;Horror;Sci-Fi,26,Smartphone,4.99
